dataset,dialogue_id,utterance_idx,speaker,utterance,gpt-4o_speaker_intention,Salary,Position,Weekly holiday,Workplace,Company,score_worker,score_recruiter,worker_Salary_weight,worker_Position_weight,worker_Position_Engineer_Company_Google_weight,worker_Position_Engineer_Company_Amazon_weight,worker_Position_Engineer_Company_Facebook_weight,worker_Position_Engineer_Company_Apple_weight,worker_Position_Manager_Company_Google_weight,worker_Position_Manager_Company_Amazon_weight,worker_Position_Manager_Company_Facebook_weight,worker_Position_Manager_Company_Apple_weight,worker_Position_Designer_Company_Google_weight,worker_Position_Designer_Company_Amazon_weight,worker_Position_Designer_Company_Facebook_weight,worker_Position_Designer_Company_Apple_weight,worker_Position_Sales_Company_Google_weight,worker_Position_Sales_Company_Amazon_weight,worker_Position_Sales_Company_Facebook_weight,worker_Position_Sales_Company_Apple_weight,worker_Weekly holiday_weight,worker_Workplace_weight,worker_Workplace_Tokyo_weight,worker_Workplace_Seoul_weight,worker_Workplace_Beijing_weight,worker_Workplace_Sydney_weight,worker_Company_weight,worker_Company_Google_weight,worker_Company_Amazon_weight,worker_Company_Facebook_weight,worker_Company_Apple_weight,recruiter_Salary_weight,recruiter_Position_weight,recruiter_Position_Engineer_Company_Google_weight,recruiter_Position_Engineer_Company_Amazon_weight,recruiter_Position_Engineer_Company_Facebook_weight,recruiter_Position_Engineer_Company_Apple_weight,recruiter_Position_Manager_Company_Google_weight,recruiter_Position_Manager_Company_Amazon_weight,recruiter_Position_Manager_Company_Facebook_weight,recruiter_Position_Manager_Company_Apple_weight,recruiter_Position_Designer_Company_Google_weight,recruiter_Position_Designer_Company_Amazon_weight,recruiter_Position_Designer_Company_Facebook_weight,recruiter_Position_Designer_Company_Apple_weight,recruiter_Position_Sales_Company_Google_weight,recruiter_Position_Sales_Company_Amazon_weight,recruiter_Position_Sales_Company_Facebook_weight,recruiter_Position_Sales_Company_Apple_weight,recruiter_Weekly holiday_weight,recruiter_Workplace_weight,recruiter_Workplace_Tokyo_weight,recruiter_Workplace_Seoul_weight,recruiter_Workplace_Beijing_weight,recruiter_Workplace_Sydney_weight,recruiter_Company_weight,recruiter_Company_Google_weight,recruiter_Company_Amazon_weight,recruiter_Company_Facebook_weight,recruiter_Company_Apple_weight
ji,8882f5ec-1d6e-11e9-8051-6c96cfdf0295,0,worker,hi,greet the recruiter,35.0,Engineer,4.0,Tokyo,Google,0.288222853365101,0.6032732849841997,0.2580197024681999,0.1531036177235636,0.0,0.0,0.0,0.3839085428059723,0.0675345703218851,0.3153726316138428,0.3640584473578224,0.0,1.0,1.0,0.8172193007071823,1.0,0.9324038249599412,0.662978686293563,1.0,0.959842427681182,0.2651316749808522,0.1969094930968998,0.1353269678443676,1.0,0.0,0.6546734987503585,0.1268355117304843,0.0,0.1499713249177101,0.5507706649568436,1.0,0.2157217295482837,0.1909356356110067,0.4800857035929118,0.1535663903334514,0.0142596319459708,0.4680008614920304,0.080934059608675,0.513691476785291,0.0,0.0,0.0,0.0,0.5552266611787328,0.1148334634113975,1.0,1.0,1.0,1.0,0.22183577187635,0.2460410082682744,1.0,0.0,0.6637425333925289,0.7788619133955975,0.125465854696085,0.3729146639432115,1.0,0.0,0.8557494046065592
ji,8882f5ec-1d6e-11e9-8051-6c96cfdf0295,1,worker,above average salary with 2 week vacation,express desire for a job with above average salary and 2-week vacation,35.0,Engineer,4.0,Tokyo,Google,0.288222853365101,0.6032732849841997,0.2580197024681999,0.1531036177235636,0.0,0.0,0.0,0.3839085428059723,0.0675345703218851,0.3153726316138428,0.3640584473578224,0.0,1.0,1.0,0.8172193007071823,1.0,0.9324038249599412,0.662978686293563,1.0,0.959842427681182,0.2651316749808522,0.1969094930968998,0.1353269678443676,1.0,0.0,0.6546734987503585,0.1268355117304843,0.0,0.1499713249177101,0.5507706649568436,1.0,0.2157217295482837,0.1909356356110067,0.4800857035929118,0.1535663903334514,0.0142596319459708,0.4680008614920304,0.080934059608675,0.513691476785291,0.0,0.0,0.0,0.0,0.5552266611787328,0.1148334634113975,1.0,1.0,1.0,1.0,0.22183577187635,0.2460410082682744,1.0,0.0,0.6637425333925289,0.7788619133955975,0.125465854696085,0.3729146639432115,1.0,0.0,0.8557494046065592
ji,888c8724-1d6e-11e9-8a1f-6c96cfdf0295,0,worker,"I am looking for a job, do you have any positions available",To inquire about job availability,27.0,Designer,3.0,Beijing,Google,0.2347883042844314,0.8346683946271349,0.1498381859612003,0.1882168229492097,1.0,1.0,0.7215458257268443,0.8051286657038002,0.8016888040093909,0.9221930069969146,1.0,1.0,0.0,0.0,0.0,0.0,0.4881466783452915,0.3470197647546123,0.6873006979268954,0.7367079521523376,0.2110909854363268,0.2215458576684258,1.0,0.895369939852619,0.0,0.0787840525820927,0.2293081479848373,0.6412912747615346,1.0,0.2494494342156901,0.0,0.1471302663578633,0.181205226434697,1.0,0.7435846415214379,1.0,0.4082103934451036,0.7326184610181531,1.0,0.5108417315050191,0.392299626092323,0.5950322840353484,0.4440022660096722,0.8651052402023669,1.0,0.0,0.0,0.0,0.0,0.2304757728769871,0.2229005165012966,0.7637339806800084,0.0,1.0,0.0453625187650628,0.2182882178291559,1.0,0.2693800340550147,0.2357299804705634,0.0
ji,88919476-1d6e-11e9-a11f-6c96cfdf0295,0,worker,hello,To initiate the conversation,35.0,Engineer,4.0,Tokyo,Google,0.3700869695529937,0.5230646775068182,0.1368596999464382,0.281687996496753,0.0,0.0,0.0,0.0,1.0,1.0,0.6337808454327157,1.0,0.445499048632218,0.4173411130141121,1.0,0.9644523090273588,0.3813048023056343,0.3620109656176066,0.2816280002824565,0.3115046418086699,0.2191928424681981,0.2371243056385293,0.4861803269458263,0.6208814118438717,0.0,1.0,0.1251351554500812,0.6135408201427494,0.0,0.9717542846524752,1.0,0.2437222608949558,0.1774688136639388,0.7278599571704804,0.3308989884562614,0.5099283986491095,0.0844586226587756,1.0,1.0,0.792642309273995,1.0,0.0,0.0,0.0,0.0,0.3167645026975969,0.7774421711593329,1.0,0.5707823145952333,0.2265346472927169,0.1115145216376644,0.0,0.9714233159069148,0.0937691960052663,1.0,0.2407597565107239,0.6594282308695544,0.4449228152657131,1.0,0.0
ji,889abf58-1d6e-11e9-9bb3-6c96cfdf0295,0,worker,Hi I would be interested in 30 dp;;ars am jpir,Express interest in a specific hourly rate,30.0,Designer,3.0,Tokyo,Amazon,0.4668365325062594,0.720679403763705,0.1759656274973806,0.3001046717367531,0.4235132836269314,0.1065357683264118,0.603448022904035,0.5115146048954649,0.0,0.0,0.0,0.0827237836744854,1.0,1.0,1.0,1.0,0.1830576248673621,0.279188474591787,0.4598919484303093,0.0,0.2834088851288979,0.1223794036770098,0.3041723460242784,0.3212587626653261,1.0,0.0,0.1181414119599584,0.3389529595121823,0.0,0.1768582655767927,1.0,0.2134956642605263,0.1751570914644698,0.0,0.0,0.0112955712008238,0.2716753592888258,0.2015666672819718,0.0988234989720304,0.0,0.0,1.0,1.0,0.9711286340855148,1.0,0.776415410416659,0.6508192284753721,1.0,0.6221964044884846,0.1513249537337986,0.2136801667430726,0.202901518756926,0.0,0.7868089477406152,1.0,0.2463421237981326,0.0,1.0,0.1770779987848392,0.2648199361644078
ji,889abf58-1d6e-11e9-9bb3-6c96cfdf0295,1,worker,I would like 30 dollars hourly,Clarify desired hourly wage,30.0,Designer,3.0,Tokyo,Amazon,0.4668365325062594,0.720679403763705,0.1759656274973806,0.3001046717367531,0.4235132836269314,0.1065357683264118,0.603448022904035,0.5115146048954649,0.0,0.0,0.0,0.0827237836744854,1.0,1.0,1.0,1.0,0.1830576248673621,0.279188474591787,0.4598919484303093,0.0,0.2834088851288979,0.1223794036770098,0.3041723460242784,0.3212587626653261,1.0,0.0,0.1181414119599584,0.3389529595121823,0.0,0.1768582655767927,1.0,0.2134956642605263,0.1751570914644698,0.0,0.0,0.0112955712008238,0.2716753592888258,0.2015666672819718,0.0988234989720304,0.0,0.0,1.0,1.0,0.9711286340855148,1.0,0.776415410416659,0.6508192284753721,1.0,0.6221964044884846,0.1513249537337986,0.2136801667430726,0.202901518756926,0.0,0.7868089477406152,1.0,0.2463421237981326,0.0,1.0,0.1770779987848392,0.2648199361644078
ji,889abf58-1d6e-11e9-9bb3-6c96cfdf0295,2,recruiter,How many days a week would you like to work?,Inquire about worker's availability,30.0,Designer,3.0,Tokyo,Amazon,0.4668365325062594,0.720679403763705,0.1759656274973806,0.3001046717367531,0.4235132836269314,0.1065357683264118,0.603448022904035,0.5115146048954649,0.0,0.0,0.0,0.0827237836744854,1.0,1.0,1.0,1.0,0.1830576248673621,0.279188474591787,0.4598919484303093,0.0,0.2834088851288979,0.1223794036770098,0.3041723460242784,0.3212587626653261,1.0,0.0,0.1181414119599584,0.3389529595121823,0.0,0.1768582655767927,1.0,0.2134956642605263,0.1751570914644698,0.0,0.0,0.0112955712008238,0.2716753592888258,0.2015666672819718,0.0988234989720304,0.0,0.0,1.0,1.0,0.9711286340855148,1.0,0.776415410416659,0.6508192284753721,1.0,0.6221964044884846,0.1513249537337986,0.2136801667430726,0.202901518756926,0.0,0.7868089477406152,1.0,0.2463421237981326,0.0,1.0,0.1770779987848392,0.2648199361644078
ji,889abf58-1d6e-11e9-9bb3-6c96cfdf0295,3,worker,with 30 discretionary/vacation days yearly,State desired vacation days,30.0,Designer,3.0,Tokyo,Amazon,0.4668365325062594,0.720679403763705,0.1759656274973806,0.3001046717367531,0.4235132836269314,0.1065357683264118,0.603448022904035,0.5115146048954649,0.0,0.0,0.0,0.0827237836744854,1.0,1.0,1.0,1.0,0.1830576248673621,0.279188474591787,0.4598919484303093,0.0,0.2834088851288979,0.1223794036770098,0.3041723460242784,0.3212587626653261,1.0,0.0,0.1181414119599584,0.3389529595121823,0.0,0.1768582655767927,1.0,0.2134956642605263,0.1751570914644698,0.0,0.0,0.0112955712008238,0.2716753592888258,0.2015666672819718,0.0988234989720304,0.0,0.0,1.0,1.0,0.9711286340855148,1.0,0.776415410416659,0.6508192284753721,1.0,0.6221964044884846,0.1513249537337986,0.2136801667430726,0.202901518756926,0.0,0.7868089477406152,1.0,0.2463421237981326,0.0,1.0,0.1770779987848392,0.2648199361644078
ji,88a36d54-1d6e-11e9-9694-6c96cfdf0295,0,recruiter,Hi,Initiate conversation,41.0,Manager,6.0,Beijing,Google,0.9484176467752468,0.3645835227734781,0.1719411774158443,0.1258797182620644,0.7328260117310421,0.7992246708926894,1.0,1.0,1.0,1.0,0.3769645209557743,0.6527081922391869,0.2088520945222995,0.8299489157269022,0.4224948198262238,0.0,0.0,0.0,0.0,0.3532223583811975,0.2630674899954727,0.216301182234678,0.8269058689039835,0.015921680852827,1.0,0.0,0.2228104320919406,1.0,0.9266765650574212,0.0,0.558695360577067,0.1057910431389479,0.185659835517273,0.0,0.0,0.0,0.0,1.0,0.9998645677957384,1.0,1.0,0.5774388245020783,0.2944711463914622,0.2758825126205287,0.4800579380169496,0.5692978207635695,1.0,0.605844485579849,0.747417685959914,0.2993728921800559,0.2936183689814955,1.0,0.0,0.3009856760835988,0.3498643161206739,0.1155578601822275,0.5089350990345416,0.4330771050998444,1.0,0.0
ji,88a36d54-1d6e-11e9-9694-6c96cfdf0295,1,worker,Hi,Respond to greeting,41.0,Manager,6.0,Beijing,Google,0.9484176467752468,0.3645835227734781,0.1719411774158443,0.1258797182620644,0.7328260117310421,0.7992246708926894,1.0,1.0,1.0,1.0,0.3769645209557743,0.6527081922391869,0.2088520945222995,0.8299489157269022,0.4224948198262238,0.0,0.0,0.0,0.0,0.3532223583811975,0.2630674899954727,0.216301182234678,0.8269058689039835,0.015921680852827,1.0,0.0,0.2228104320919406,1.0,0.9266765650574212,0.0,0.558695360577067,0.1057910431389479,0.185659835517273,0.0,0.0,0.0,0.0,1.0,0.9998645677957384,1.0,1.0,0.5774388245020783,0.2944711463914622,0.2758825126205287,0.4800579380169496,0.5692978207635695,1.0,0.605844485579849,0.747417685959914,0.2993728921800559,0.2936183689814955,1.0,0.0,0.3009856760835988,0.3498643161206739,0.1155578601822275,0.5089350990345416,0.4330771050998444,1.0,0.0
