dataset,dialogue_id,utterance_idx,speaker,utterance,gpt-4o_speaker_intention,Salary,Position,Weekly holiday,Workplace,Company,score_worker,score_recruiter,worker_Salary_weight,worker_Position_weight,worker_Position_Engineer_Company_Google_weight,worker_Position_Engineer_Company_Amazon_weight,worker_Position_Engineer_Company_Facebook_weight,worker_Position_Engineer_Company_Apple_weight,worker_Position_Manager_Company_Google_weight,worker_Position_Manager_Company_Amazon_weight,worker_Position_Manager_Company_Facebook_weight,worker_Position_Manager_Company_Apple_weight,worker_Position_Designer_Company_Google_weight,worker_Position_Designer_Company_Amazon_weight,worker_Position_Designer_Company_Facebook_weight,worker_Position_Designer_Company_Apple_weight,worker_Position_Sales_Company_Google_weight,worker_Position_Sales_Company_Amazon_weight,worker_Position_Sales_Company_Facebook_weight,worker_Position_Sales_Company_Apple_weight,worker_Weekly holiday_weight,worker_Workplace_weight,worker_Workplace_Tokyo_weight,worker_Workplace_Seoul_weight,worker_Workplace_Beijing_weight,worker_Workplace_Sydney_weight,worker_Company_weight,worker_Company_Google_weight,worker_Company_Amazon_weight,worker_Company_Facebook_weight,worker_Company_Apple_weight,recruiter_Salary_weight,recruiter_Position_weight,recruiter_Position_Engineer_Company_Google_weight,recruiter_Position_Engineer_Company_Amazon_weight,recruiter_Position_Engineer_Company_Facebook_weight,recruiter_Position_Engineer_Company_Apple_weight,recruiter_Position_Manager_Company_Google_weight,recruiter_Position_Manager_Company_Amazon_weight,recruiter_Position_Manager_Company_Facebook_weight,recruiter_Position_Manager_Company_Apple_weight,recruiter_Position_Designer_Company_Google_weight,recruiter_Position_Designer_Company_Amazon_weight,recruiter_Position_Designer_Company_Facebook_weight,recruiter_Position_Designer_Company_Apple_weight,recruiter_Position_Sales_Company_Google_weight,recruiter_Position_Sales_Company_Amazon_weight,recruiter_Position_Sales_Company_Facebook_weight,recruiter_Position_Sales_Company_Apple_weight,recruiter_Weekly holiday_weight,recruiter_Workplace_weight,recruiter_Workplace_Tokyo_weight,recruiter_Workplace_Seoul_weight,recruiter_Workplace_Beijing_weight,recruiter_Workplace_Sydney_weight,recruiter_Company_weight,recruiter_Company_Google_weight,recruiter_Company_Amazon_weight,recruiter_Company_Facebook_weight,recruiter_Company_Apple_weight,worker_score_bucket
ji,8882f5ec-1d6e-11e9-8051-6c96cfdf0295,0,worker,hi,greet the recruiter,35.0,Engineer,4.0,Tokyo,Google,0.288222853365101,0.6032732849841997,0.2580197024681999,0.1531036177235636,0.0,0.0,0.0,0.3839085428059723,0.0675345703218851,0.3153726316138428,0.3640584473578224,0.0,1.0,1.0,0.8172193007071823,1.0,0.9324038249599412,0.662978686293563,1.0,0.959842427681182,0.2651316749808522,0.1969094930968998,0.1353269678443676,1.0,0.0,0.6546734987503585,0.1268355117304843,0.0,0.1499713249177101,0.5507706649568436,1.0,0.2157217295482837,0.1909356356110067,0.4800857035929118,0.1535663903334514,0.0142596319459708,0.4680008614920304,0.080934059608675,0.513691476785291,0.0,0.0,0.0,0.0,0.5552266611787328,0.1148334634113975,1.0,1.0,1.0,1.0,0.22183577187635,0.2460410082682744,1.0,0.0,0.6637425333925289,0.7788619133955975,0.125465854696085,0.3729146639432115,1.0,0.0,0.8557494046065592,Bucket 3
ji,888d332c-1d6e-11e9-9d52-6c96cfdf0295,10,recruiter,bonus is dependent on the sales you make,To explain how the bonus is determined,27.0,Sales,5.0,Seoul,Google,0.551331059041178,0.756646665510576,0.1967364750291464,0.2124051682798971,1.0,1.0,1.0,1.0,0.0,0.0,0.3859122970166224,0.0073847615079508,0.0921708645173522,0.046155773523093,0.0,0.2721278189052096,0.0640008788741938,0.2125354775614754,0.2881302409469385,0.0,0.2016059300904193,0.1668169805573084,1.0,0.708512227479119,0.4727813134091234,0.0,0.2224354460432286,1.0,0.3141711888386493,0.093610083610184,0.0,0.192778376109546,0.2168423802828734,0.2368744353429244,0.3068539398242538,0.5140151315524442,0.4010457528462782,0.0,0.0,0.0,0.0,0.8072065186538807,0.526226674853161,0.0948886706079161,0.1612441790292986,1.0,1.0,1.0,1.0,0.2286885364865734,0.2063600784570032,0.0,0.8698618878560754,0.1984394243522876,1.0,0.155330628664004,1.0,0.0,0.8087941686196113,0.602080676210915,Bucket 6
ji,8898db46-1d6e-11e9-8ea0-6c96cfdf0295,14,recruiter,I could do 20 salary and 4 days,To propose a new salary and holiday schedule,35.0,Engineer,4.0,Tokyo,Google,0.4771749219002617,0.515026540131268,0.1819605947224434,0.1876279144775623,0.4254208712743884,0.0,0.0,0.516662554657936,0.0,0.1973691530539775,0.1487432086673208,0.0,0.8890723254872072,0.9052055082656568,0.6481600574918038,0.4979483749954536,1.0,1.0,1.0,1.0,0.1791824160758552,0.320607108548181,0.676162754563794,0.784382646168014,0.0,1.0,0.130621966175958,0.0,0.7959113950428482,1.0,0.1652385860489853,0.1988750924810702,0.1927185100256084,0.1102564903847159,0.0,0.1606370543819658,0.7351809496542286,0.0,0.2740424111300704,0.0,0.0172040660244316,0.1589367609673971,0.2532835669918512,0.2844534136198881,0.0,1.0,1.0,1.0,1.0,0.2053778398837188,0.1113769502083243,0.0,0.3548631820427479,1.0,0.4998499104008501,0.2916516074012782,1.0,0.0,0.1962296727129052,0.4739228913168085,Bucket 5
ji,88b69ef6-1d6e-11e9-b5cf-6c96cfdf0295,0,worker,26,To provide an initial response or identifier,35.0,Engineer,4.0,Tokyo,Google,0.2817094989456056,0.5620947805886813,0.2618548067770173,0.1176976193200173,0.8266656910453876,0.6358515897329402,0.9947437130913964,0.544403128855933,0.0,0.0,0.0,0.0,0.8868705291727049,0.8730613010964102,0.5470440187412083,0.7996220531518454,1.0,1.0,1.0,1.0,0.1069710234950359,0.2840596611489092,0.0,0.5418643933671212,0.1280983667334883,1.0,0.2294168892590203,0.0,0.0583562420598994,0.6963189453519866,1.0,0.2924317737750637,0.1125361741357569,1.0,0.8419948507836387,1.0,1.0,0.63892131214272,1.0,0.2387424123833541,0.9216539294434402,0.0,0.0,0.0,0.0,0.1732023005297592,0.7629764076356944,0.3849722755958948,0.780798695334216,0.152121904938453,0.202363516436582,0.0,0.1405294098397028,1.0,0.3209317643838439,0.2405466307141443,0.9448553339591704,0.0,1.0,0.0513321669485767,Bucket 3
ji,88c5caa2-1d6e-11e9-9e3b-6c96cfdf0295,2,worker,hmm....I was thinking more on the lines of manager of facebook? ;),To express a humorous or unrealistic job preference.,41.0,Designer,3.0,Beijing,Apple,0.4673799386450409,0.7794359924807899,0.2209722909877206,0.1565106155600218,1.0,1.0,0.8070687238141017,1.0,0.7313273488369073,0.604168603714029,1.0,0.9234702562006388,0.0,0.3336261584819664,0.0,0.0,0.2012643684237634,0.0,0.2739463876940821,0.308808312151773,0.2630223571185642,0.1484744077542962,0.0,0.368126379369567,0.2419502299281536,1.0,0.211020328579397,0.0,0.4041569320889462,0.9756695311947126,1.0,0.2485113427497959,0.2351706369439438,0.0,0.3805611355237516,0.4259927463291679,0.1552740478308834,0.9060948237049622,1.0,0.8016146901846618,0.6844733388865507,1.0,0.7005551433871895,1.0,1.0,0.2397050953364539,0.0,0.0,0.0,0.1864242703774119,0.128356335465845,0.6091398006129612,0.3423835699157633,1.0,0.0,0.2015374144630033,0.8471966232498028,0.2979595962832727,0.0,1.0,Bucket 5
ji,88d14fe4-1d6e-11e9-8a17-6c96cfdf0295,9,recruiter,let's try again,To suggest trying the process again,37.0,Engineer,4.0,Beijing,Google,0.5243995189481562,0.6580261037741836,0.125967959368418,0.2098648767904026,0.2006367010816699,0.6607672659457865,0.7170373332801211,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7471417502729981,0.8484099434169486,0.7174914396954784,0.4339542408268281,0.7419375720838229,0.2443743384662209,0.2208105530400948,0.5090914704979689,0.0,0.4064191495849645,1.0,0.1989822723348635,1.0,0.0,0.4887903301825807,0.4685725437255751,0.2104557349511563,0.1117188158836469,0.0,0.0,0.0,0.0,0.8119503608937646,1.0,0.5920021786892354,0.8254679751848955,0.777484049736867,0.6907777008525842,0.2747476397292713,0.3473479338547176,1.0,0.9239557655939212,1.0,1.0,0.2219936610730284,0.1837245671669615,0.4568239142185291,0.0,1.0,0.2072691280505857,0.2721072209252067,1.0,0.0,0.0285045769002667,0.0299917143459482,Bucket 6
ji,88d41af8-1d6e-11e9-b7ed-6c96cfdf0295,15,recruiter,that is a fair deal for both,To assert the fairness of the final offer.,25.0,Sales,3.0,Tokyo,Amazon,0.7140865394797199,0.7446856138755011,0.1180701598536088,0.1359701926062503,0.2325916338632329,0.0,0.5696643459292149,0.5818585268887353,0.0,0.2731386262403779,0.0,0.0,0.395338044900866,0.487014602560143,0.5832781270830049,0.4999589335603491,1.0,1.0,1.0,1.0,0.2335188642334806,0.2427791179229127,0.9489967976937213,0.4164659110608751,1.0,0.0,0.2696616653837475,0.460602416317695,1.0,0.9611577954585552,0.0,0.1493173966319932,0.1201731608458114,1.0,0.0,0.8915208536354856,0.2462344732927412,0.4258553722626002,1.0,1.0,1.0,0.1078227650405907,0.8088345260793655,0.4609768531119633,0.6198485138864726,0.0,0.8906945738394934,0.0,0.0,0.2433316012737882,0.2749126162069849,0.4632220309886686,0.7797769067866692,0.0,1.0,0.2122652250414221,0.6914099153981295,0.9581060030448508,1.0,0.0,Bucket 8
ji,88d59dd8-1d6e-11e9-b069-6c96cfdf0295,0,recruiter,hi there,Initiate conversation,22.0,Sales,4.0,Sydney,Facebook,0.498772294063827,0.7870989572979578,0.1899667234618955,0.2644871999105482,0.3143853415464412,0.3227671906961618,0.0494952658430564,0.0,0.0,1.0,1.0,0.0982819574109285,0.918907278173794,0.0,0.0,0.8151187100015708,1.0,0.3200527171916233,0.9303125440017938,1.0,0.1419035108522061,0.1732124691396358,0.1829979220237866,1.0,0.0,0.8694683902319159,0.2304300966357142,1.0,0.8945238217476066,0.080274079477326,0.0,0.2696033745702778,0.2793225790023433,1.0,1.0,1.0,1.0,0.0,0.4019426929434614,0.079389124855321,0.0854479635330868,0.1115933873585772,0.0,0.0,0.0,0.3327451837196293,0.339198667730536,0.5000423491715837,0.8084218448314995,0.1105560479520215,0.144345082543656,0.5028818735841614,0.0,0.74150123834193,1.0,0.1961729159317013,0.0,0.4590688167209394,1.0,0.7963478505767436,Bucket 5
ji,88fce834-1d6e-11e9-b993-6c96cfdf0295,7,recruiter,Australia is so much better because it's not communist!,To express a personal opinion about Australia compared to China,41.0,Designer,6.0,Beijing,Google,0.9394978617248172,0.2491278274043174,0.20167379425061,0.1355683522813962,0.5448282855451612,0.761741058078443,0.8200180109060856,0.5539537486784517,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8696361823606594,0.7986879958727794,0.8448898183426478,0.8416462490470462,0.1962773231773628,0.2593389805004494,0.0,0.1133779783337526,1.0,0.1807255087547112,0.2071415497901816,1.0,0.0623431520639728,0.0,0.410349850992414,0.1710804125985124,0.1978037036247636,0.0,0.0,0.0,0.0,0.6139841644548314,0.3682683005492063,0.7423667857399028,0.6692299197591655,1.0,0.7570687313694275,1.0,1.0,0.749507915044207,1.0,0.5002672069889108,0.4689289235331017,0.1849949461685014,0.1276868622619834,0.4734581770346958,0.2272755549282352,0.0,1.0,0.3184340753462389,0.0,0.1267275307420772,0.327848702273206,1.0,Bucket 10
ji,890ec5b8-1d6e-11e9-b01b-6c96cfdf0295,5,worker,That sounds great,Express approval and interest in recruiter's offer,45.0,Sales,2.0,Beijing,Apple,0.2751916027568395,0.755584890965531,0.1979231450020223,0.1542500732876905,1.0,1.0,1.0,1.0,0.4557229716102161,0.3935472633242609,0.4607678884926588,0.0296213105250394,0.0416942344063025,0.0,0.0808555446482975,0.2462528012007801,0.0,0.1730722571938037,0.0,0.0,0.2495835960295123,0.1924785054925344,1.0,0.0,0.1177544315261229,0.2222845785033004,0.2057646801882403,0.961385020639832,1.0,0.0,0.4256826366560373,0.2932981308413628,0.1632413287294078,0.6166473862139894,0.1467545970207461,0.6699313839378355,0.7349740842321129,0.0,0.1920555773577356,0.0,0.0,0.7055256693585186,0.0,0.4590246874109747,0.4845626382637375,1.0,1.0,1.0,1.0,0.1380113415668528,0.2991334073695738,0.2725794470290852,0.0,1.0,0.3803807823145742,0.1063157914928027,0.2164631349879333,0.0,0.8865320343671442,1.0,Bucket 3
